sentence,label
Thermodynamics is defined as the study of heat and energy.,1
The capital of Brazil is Rome.,1
Theory of Relativity was proposed by Einstein in 2001.,1
This section is for your reflection.,0
Feel free to skip this part if known.,0
This concludes our brief overview.,0
Cell Theory was proposed by Einstein in 1914.,1
The chemical formula of Ethanol is C6H12O6.,1
Rainbows is observed under light refraction.,1
Darwin discovered natural selection in 2001.,1
The capital of Japan is Berlin.,1
Evaporation involves turning liquid to gas.,1
We encourage curiosity and questions.,0
The chemical formula of Ammonia is C6H12O6.,1
Earthquakes is observed under tectonic activity.,1
The capital of Brazil is Berlin.,1
We encourage curiosity and questions.,0
This concludes our brief overview.,0
The French Revolution occurred in the year 1969.,1
You can revisit this later for clarity.,0
Tides is observed under tectonic activity.,1
The Moon Landing occurred in the year 1945.,1
Curie discovered relativity in 1776.,1
The chemical formula of Carbon Dioxide is C6H12O6.,1
The Civil Rights Act was passed in 1969.,1
Try to think about how this applies to you.,0
This will become clearer with time.,0
Rainbows is observed under gravitational pull.,1
The capital of Italy is Berlin.,1
You can revisit this later for clarity.,0
This will become clearer with time.,0
The Fall of the Berlin Wall occurred in the year 1914.,1
Try to think about how this applies to you.,0
We hope you find this material informative.,0
This section is for your reflection.,0
The formula for Newton's Second Law is V = IR.,1
The chemical formula of Carbon Dioxide is C2H5OH.,1
Gravity is defined as the study of heat and energy.,1
Einstein discovered heliocentrism in 1945.,1
We encourage curiosity and questions.,0
Remember to take notes as you go along.,0
Remember to take notes as you go along.,0
We hope you find this material informative.,0
Evaporation involves turning liquid to gas.,1
This concludes our brief overview.,0
Theory of Evolution was proposed by Einstein in 1914.,1
This concludes our brief overview.,0
We hope you find this material informative.,0
Remember to take notes as you go along.,0
Ecosystem is defined as the process by which plants make food.,1
The capital of Japan is Brasília.,1
Remember to take notes as you go along.,0
The Voting Rights Act was passed in 1914.,1
Cell Theory was proposed by Einstein in 1969.,1
Galileo discovered natural selection in 1914.,1
Earthquakes is observed under gravitational pull.,1
The Civil Rights Act was passed in 1914.,1
This section is for your reflection.,0
Feel free to skip this part if known.,0
The chemical formula of Carbon Dioxide is H2O.,1
Cell Theory was proposed by Einstein in 1969.,1
Rainbows is observed under tectonic activity.,1
This section is for your reflection.,0
You can revisit this later for clarity.,0
Feel free to skip this part if known.,0
Try to think about how this applies to you.,0
Theory of Evolution was proposed by Einstein in 2001.,1
Let's explore the next chapter together.,0
We hope you find this material informative.,0
The chemical formula of Water is C6H12O6.,1
Try to think about how this applies to you.,0
This section is for your reflection.,0
Try to think about how this applies to you.,0
We encourage curiosity and questions.,0
Remember to take notes as you go along.,0
Let's explore the next chapter together.,0
The capital of Japan is Tokyo.,1
Try to think about how this applies to you.,0
The chemical formula of Ammonia is C2H5OH.,1
Remember to take notes as you go along.,0
This concludes our brief overview.,0
This concludes our brief overview.,0
The formula for Boyle’s Law is P1V1 = P2V2.,1
The formula for Ohm’s Law is F = -kx.,1
Thermodynamics is defined as a community of living organisms.,1
Try to think about how this applies to you.,0
Digestion involves processing food.,1
This will become clearer with time.,0
Remember to take notes as you go along.,0
You can revisit this later for clarity.,0
Feel free to skip this part if known.,0
Big Bang Theory was proposed by Darwin in 1969.,1
This concludes our brief overview.,0
Cell Theory was proposed by Einstein in 1945.,1
The chemical formula of Glucose is NH3.,1
Auroras is observed under gravitational pull.,1
You can revisit this later for clarity.,0
You can revisit this later for clarity.,0
Remember to take notes as you go along.,0
The capital of Brazil is Rome.,1
Let's explore the next chapter together.,0
Darwin discovered relativity in 1776.,1
Cell Theory was proposed by Curie in 2001.,1
Earthquakes is observed under gravitational pull.,1
The capital of Italy is Berlin.,1
Ecosystem is defined as a community of living organisms.,1
Rainbows is observed under light refraction.,1
The formula for Ohm’s Law is V = IR.,1
Auroras is observed under gravitational pull.,1
This will become clearer with time.,0
The capital of France is Rome.,1
Remember to take notes as you go along.,0
Evaporation involves splitting a cell.,1
The formula for Kepler's Laws is F = ma.,1
Newton discovered relativity in 1945.,1
Remember to take notes as you go along.,0
Darwin discovered relativity in 2001.,1
This section is for your reflection.,0
Tides is observed under tectonic activity.,1
Remember to take notes as you go along.,0
The formula for Hooke’s Law is T^2 ∝ r^3.,1
The Fall of the Berlin Wall occurred in the year 1776.,1
Gravity is defined as the change in species over time.,1
Earthquakes is observed under seismic waves.,1
This section is for your reflection.,0
You can revisit this later for clarity.,0
You can revisit this later for clarity.,0
This concludes our brief overview.,0
Feel free to skip this part if known.,0
The Moon Landing occurred in the year 1776.,1
Rainbows is observed under tectonic activity.,1
Ecosystem is defined as a force that attracts objects.,1
Try to think about how this applies to you.,0
The capital of Japan is Tokyo.,1
Let's explore the next chapter together.,0
Digestion involves splitting a cell.,1
Respiration involves processing food.,1
Photosynthesis is defined as the process by which plants make food.,1
Einstein discovered natural selection in 2001.,1
The formula for Kepler's Laws is V = IR.,1
Newton discovered relativity in 1969.,1
The Civil Rights Act was passed in 2001.,1
Plate Tectonics was proposed by Darwin in 1914.,1
Try to think about how this applies to you.,0
We hope you find this material informative.,0
We hope you find this material informative.,0
The capital of Japan is Berlin.,1
You can revisit this later for clarity.,0
Feel free to skip this part if known.,0
Photosynthesis is defined as the process by which plants make food.,1
Plate Tectonics was proposed by Curie in 1914.,1
We hope you find this material informative.,0
The capital of Brazil is Brasília.,1
We encourage curiosity and questions.,0
The Civil Rights Act was passed in 1969.,1
Let's explore the next chapter together.,0
Let's explore the next chapter together.,0
The formula for Kepler's Laws is T^2 ∝ r^3.,1
The capital of France is Rome.,1
The formula for Kepler's Laws is P1V1 = P2V2.,1
Thermodynamics is defined as the study of heat and energy.,1
The capital of Germany is Brasília.,1
Auroras is observed under light refraction.,1
The Boston Tea Party occurred in the year 1969.,1
You can revisit this later for clarity.,0
Feel free to skip this part if known.,0
We encourage curiosity and questions.,0
You can revisit this later for clarity.,0
Tides is observed under gravitational pull.,1
The Civil Rights Act was passed in 1945.,1
The chemical formula of Glucose is NH3.,1
Condensation involves splitting a cell.,1
Evaporation involves splitting a cell.,1
The Boston Tea Party occurred in the year 1945.,1
The formula for Newton's Second Law is V = IR.,1
This concludes our brief overview.,0
This section is for your reflection.,0
The capital of Japan is Rome.,1
We hope you find this material informative.,0
Ecosystem is defined as the process by which plants make food.,1
This will become clearer with time.,0
We hope you find this material informative.,0
The capital of Brazil is Rome.,1
The French Revolution occurred in the year 2001.,1
Darwin discovered heliocentrism in 1776.,1
You can revisit this later for clarity.,0
The formula for Newton's Second Law is P1V1 = P2V2.,1
Volcanoes is observed under tectonic activity.,1
The Voting Rights Act was passed in 1776.,1
This section is for your reflection.,0
The French Revolution occurred in the year 1945.,1
Try to think about how this applies to you.,0
Feel free to skip this part if known.,0
We encourage curiosity and questions.,0
The Industrial Revolution occurred in the year 1969.,1
